137,medals in recognition of her <<ACHIVEMENT>>. Ithink that they would reall,achievement,achivement,achievement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,ecognition of her achivement. <<ITHINK>> that they would really look u,I think,Ithink,Think,I think,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,ic ReWalk suit enabled Claire <<LOMAS>> to complete the 26.2-miles.I,Lomas,Lomas,Comas,Tomas,Lamas,Lo mas,Lo-mas,Diplomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,ion for a charity which funds <<RESEACH>> to develop treatments for par,research,reseach,research,reteach,res each,res-each,reach,search,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,"s story. First,Wearing bionic <<REWALK>> suit enabled Claire Lomas to",ReWalk,ReWalk,Re Walk,Re-walk,Walker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,to run long-distance marathon <<EVENTHOUGH>> she became paralyzed. Most of,even though,eventhough,even though,even-though,overthought,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"e paralyzed. Most of all, I'm <<IMPRESED>> by her toughness to accomplis",impressed,impresed,impressed,impress,improvised,pressed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,her patience and effort. She <<CONTINUELY>> went on walking for no less t,continually,continuely,continually,continuously,continue,contingently,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"e by little,encouraged by her <<FAMILIIES>>. Without these two factors,sh",families,familiies,families,familiarizes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,s! It's quite true her bionic <<REWALK>> suit made it possible for her,ReWalk,Rewalk,Re walk,Re-walk,Walker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,said that science technology <<DAMEGE>> the Earth and threaten our li,damage,damege,damage,dame,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,echnology can help us such as <<LOMAS>>. I think science technology w,Lomas,Lomas,Comas,Tomas,Lamas,Lo mas,Lo-mas,Diplomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,and threaten our life. It is <<OLSO>> said that only think about co,also,olso,loos,solo,oleo,also,sol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,to overcome. I wish that this <<SOCCESS>> encourage other people who ha,success,soccess,success,soccer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,t live without it now.I hope <<TECHNOGY>> develops and makes our lives,technology,technogy,technology,techno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,here are many people who have <<HADICAP>> in the world. Because of some,handicap,hadicap,handicap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,used flash cards to remember <<ENGLISH>> words.A good point of this me,English,english,English,glisten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"without ReWolk suit. But, no <<NONHANDICAPPED>> person could succeed in finis",non-handicapped,nonhandicapped,non handicapped,non-handicapped,handicapped,handicapper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"ring this competition without <<REWOLK>> suit. But, no nonhandicapped",ReWalk,ReWolk,Rework,Werewolf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,"Human Spirit. If she was not <<LOMAS>>,or she didn't have the physic",Lomas,Lomas,Comas,Tomas,Lamas,Lo mas,Lo-mas,Diplomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,h this article. I feel Claire <<LOMAS>> has a tough spirit. Of course,Lomas,Lomas,Comas,Tomas,Lamas,Lo mas,Lo-mas,Diplomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,f I face troubles like Claire <<LOMAS>>.,Lomas,Lomas,Comas,Tomas,Lamas,Lo mas,Lo-mas,Diplomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,hope this suit will help more <<HANDICAPED>> people to lead better lives.,handicapped,handicaped,handicapped,handicap ed,handicap-ed,handicapper,handicap,handpicked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,e rather overcame it with her <<UNIMAGINED>> efforts. I think she would en,unimagined,unimagined,imagined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,also want to put emphasis on <<AMIT>> Goffer's accomplishment. I ho,Amit,Amit,Amie,Emit,Omit,Am it,Am-it,Amt,Admit,Ambit,Amity,Amid,Dammit,Tami,NA,NA,NA,NA
158,want to put emphasis on Amit <<GOFFER'S>> accomplishment. I hope that m,Goffer's,Goffer's,Offer's,Coffer's,G offer's,Gofer's,Gaffer's,Golfer's,Offender's,Roofer's,Goff's,Gofers,NA,NA,NA,NA,NA,NA
158,"ted by nations or groups like <<NPO>>.Especially,I heard that many",NPO,NPO,NO,NP,NEO,NP O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,d to see this article. Claire <<LOMAS>> completed a full marathon alt,Lomas,Lomas,Comas,Tomas,Lamas,Lo mas,Lo-mas,Diplomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"ncourages everyone, including <<NONHANDICAPPED>> people and handicapped people",non-handicapped,nonhandicapped,non handicapped,non-handicapped,handicapped,handicapper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"sist of only fine technology, <<REWALK>> suit. I think this news encou",ReWalk,ReWalk,Re Walk,Re-walk,Walker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,"ws were encouraged too. Clair <<LOMAS>>, who had disadvantages of bec",Lomas,Lomas,Comas,Tomas,Lamas,Lo mas,Lo-mas,Diplomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,", she could continue the hard <<EXCERCISE>> and success like this. I gues",exercise,excercise,exercise,exorcise,excise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,"uess. Well, I want to be like <<LOMAS>>. I want to success like her n",Lomas,Lomas,Comas,Tomas,Lamas,Lo mas,Lo-mas,Diplomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,is article. I thought she was <<SOOOOO>> brave to have made a decision,so,sooooo,soot,soon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,e person helped by technology <<STRIVED>> very much. And the technology,strove,strived,strives,strive,striven,striped,shrived,st rived,st-rived,strive d,riveted,NA,NA,NA,NA,NA,NA,NA
164,elated to the human rights. I <<BELIVE>> it's freedom for all people t,believe,belive,belie,believe,relive,be live,be-live,bevel,live,libel,NA,NA,NA,NA,NA,NA,NA,NA
164,"reedom for all people to love <<SOMBODY>>, but in reality most of the c",somebody,sombody,somebody,embody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"rried her,he did not mind her <<HANDICUP>>. He is very nice guy.",handicap,handicup,handicap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"ere her, I would have give up <<RUNNNING>> marathon.so I think she is ve",running,runnning,running,gunning,grinning,dunning,cunning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,"walking. In this case, though <<LOMAS>> put on a bionic suit, continu",Lomas,Lomas,Comas,Tomas,Lamas,Lo mas,Lo-mas,Diplomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,moved me. I think that Claire <<LOMAS>> has a firm belief. But in the,Lomas,Lomas,Comas,Tomas,Lamas,Lo mas,Lo-mas,Diplomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,se advanced technology. So we <<NNED>> to increase the number of sup,need,nned,need,dunned,donned,dinned,zenned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,ban gay marriage. Espesially <<CHATHOLIC>> stick closely to Catholicism.,Catholic,Chatholic,Catholic,Chocoholic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,I think that Obama made a big <<DICISION>>. This is because Christianity,decision,dicision,division,decision,incision,discussion,concision,dissension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,"away vote of Catholic. These <<DSYS>>, there is the trend of accept",days,dsys,days,drys,sudsy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,hristianity ban gay marriage. <<ESPESIALLY>> Chatholic stick closely to Ca,Especially,Espesially,Especially,Specially,Especial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,benefits and adopt children. <<THRERE>> are some reasons to support m,There,Threre,Three,There,Thresher,Threader,Thresh,Threat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"n Japan, it's the unrealistic <<PLOBLEM>> yet. I suppose that gay coupl",problem,ploblem,problem,employable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"ther and that will cause many <<PLOBLEMS>> such as bullying at school, m",problems,ploblems,problems,problem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"to the gay.In conclusion, now <<I'M>> against gay marriage,but in t",I'm,i'm,I'm,ism,h'm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"pecific to today.Moreover,the <<JAOANESETV>> programes show that there are",Japanese TV,jaoaneseTV,Javanese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"proud of themselves. The more <<JAPANESE>> people know them,the more the",Japanese,japanese,Japanese,japanned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"today.Moreover,the jaoaneseTV <<PROGRAMES>> show that there are many gay",programs,programes,programs,program's,program es,program-es,programmers,programmer,programmed,programmables,NA,NA,NA,NA,NA,NA,NA,NA
177,y moved by this story. Claire <<LOMAS>> completed a marathon in a bio,Lomas,Lomas,Comas,Tomas,Lamas,Lo mas,Lo-mas,Diplomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,les are able to marry because <<THAY>> love with each other. We can,they,thay,that,thy,hay,they,shay,than,tray,thaw,t hay,NA,NA,NA,NA,NA,NA,NA
181,"t. If they can not marry even <<THAY>> love with each other, I think",they,thay,that,thy,hay,they,shay,than,tray,thaw,t hay,NA,NA,NA,NA,NA,NA,NA
182,ple just love each other so I <<DONT>> want them to give up to get m,don't,dont,font,dint,don,dot,don't,done,dent,dons,dost,dona,dolt,cont,dong,wont,Mont,NA
183,"people here say, I agree with <<LEGALISING>> gay marriage.Whether you love",legalising,legalising,legalizing,legalism,singalong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,"11o8 points out , whether same-<<SEV>> couple should be allowed to a",sex,sev,sec,see,sea,sen,rev,set,sew,Nev,Rev,sever,NA,NA,NA,NA,NA,NA
185,"ave marrige with same-sex and <<HABE>> a family. However, at the sam",have,habe,have,hare,hate,hale,babe,hake,haze,ha be,ha-be,NA,NA,NA,NA,NA,NA,NA
185,nk it's their freedom to have <<MARRIGE>> with same-sex and habe a fami,marriage,marrige,marriage,marge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,iage of gay couples should be <<LLEGAL>> as others said. They have the,legal,llegal,legal,illegal,l legal,allege,galley,allele,gale,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,A lot of social problems are <<OCCREED>> if same-sex couples can marry,occurred,occreed,occurred,creed,credo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,rse you'll want to marry your <<PATNER>>. Why must not same-sex couple,partner,patner,partner,patter,paternal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,can marry. However much more <<PEOPLE'LL>> be happy.,people'll,people'll,people,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,ople have the right to pursue <<THIER>> happiness.It has nothing to d,their,thier,their,tier,shier,trier,thief,thither,hither,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,Gay marriage <<SHOUD>> be recognized in Japan. There,should,shoud,shooed,shod,shroud,should,shout,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,"olve immediately. So, I think <<PEOLE>> should not discuss this now i",people,peole,prole,pole,people,oleo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,. America is composed by many <<IMMIGRATIONS>>. Everyone accepted this situa,immigrations,immigrations,immigration,immigration's,immigration s,migrations,transmigration,immigrates,emigration,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,"e rare. However, they are not <<DEFINETELY>> wrong. It is freedom whom the",definitely,definetely,definitely,definitively,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,I certainly agree with what <<OBAMA>> has proclaimed. We humans hav,Obama,obama,Obama,mamba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,olate that kind of right. But <<OBAMA>> should also think about curre,Obama,obama,Obama,mamba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,ver thoght.A paralyzed person <<COMPLETEA>> marathon. This is really amaz,complete a,completea,completes,complete,completer,completed,complete a,complicate,compete,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,"really amazing. To raise the <<CONVEINIENCE>> is of course, to bring out th",convenience,conveinience,convenience,convenient,continence,convince,conceive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,e dreamer in men is a part of <<SCIENTIFICC>> techniques too.,scientific,scientificc,scientific,scientific c,scientist,sufficient,efficient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,us things like we have never <<THOGHT>>.A paralyzed person completea,thought,thoght,thought,though,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,"Though I know <<LITLLE>> about tax system, I agree wit",little,litlle,little,title,tittle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,re may crease to exist. Machi <<HATTORI>>,**name**,Hattori,Oratorio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,culture may crease to exist. <<MACHI>> Hattori,**name**,Machi,Mach,Mac hi,Mac-hi,Mach i,Macho,Ma chi,Ma-chi,Malachi,Mariachi,NA,NA,NA,NA,NA,NA,NA
210,"er patience. If I were Claire <<LOMAS>>, I would give up running a ma",Lomas,Lomas,Comas,Tomas,Lamas,Lo mas,Lo-mas,Diplomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,ge and nationality.So I think <<NOONE>> can criticize them. But I can,no one,noone,noon,none,noose,Boone,no one,no-one,noon e,neon,one,NA,NA,NA,NA,NA,NA,NA
228,"ridiculous, and felt same as <<GOVNER>>, but at the same time, It's n",Governor,Govner,Goner,Govern,Governor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,hould kill himself from where <<GOVNER>> stand.,Governor,Govner,Goner,Govern,Governor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,"as very stupid, but the Osaka <<GOVERNER>> is saying too much that the s",governor,governer,governor,governed,govern er,govern-er,governess,govern,McGovern,overborne,NA,NA,NA,NA,NA,NA,NA,NA
230,"dissapeared next morning. He <<COMMITED>> crime to be killed himself, h",committed,commited,commuted,committed,commit ed,commit-ed,committee,committer,commented,commit,NA,NA,NA,NA,NA,NA,NA,NA
230,"at his friend's house, and he <<DISSAPEARED>> next morning. He commited cri",disappeared,dissapeared,dissipated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,hould try to live strongly. I <<EXPEXT>> that he shouldn't be killed b,expect,expext,expect,expert,exp ext,exp-ext,expedite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,"e more such as patients, poor <<POOPLE>> and so on. He should try to l",people,poople,people,poodle,pole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,ituation may be better.And he <<COMMITED>> a serious crime only after te,committed,commited,commuted,committed,commit ed,commit-ed,committee,committer,commented,commit,NA,NA,NA,NA,NA,NA,NA,NA
231,suspect to kill others in the <<INTENSION>> of being sentenced to death.,intention,intension,intention,in tension,in-tension,intensive,intensity,tension,intersession,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"death. But now thinking again,<<OHTER>> than a individual problem,the",other,ohter,other,otter,outer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,ld have died before involving <<DISRELATED>> two people. Homicide is much,disrelated,disrelated,dis related,dis-related,interrelated,related,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"ess. If the life situation of <<ISHOHI'S>> was true, public welfare shou",Ishohi's,Ishohi's,Chisholm's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,", I cannot help thinking that <<ISOHI>> should have died before invol",Isohi,Isohi,Sophism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,help two human beings as this <<ISOHI>>. It got to know that investig,Isohi,Isohi,Sophism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,"enalty for the suspect, Kyozo <<ISOHI>>. I guess that if the companio",Isohi,Isohi,Sophism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,". Of course, I do not forgive <<ISOHI>>'s crime. In order to not forc",Isohi,Isohi,Sophism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,". Of course, I do not forgive <<ISOHI'S>> crime. In order to not force",Isohi's,Isohi's,ISO's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,"eath penalty for the suspect, <<KYOZO>> Isohi. I guess that if the co",Kyozo,Kyozo,Kyoto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,it in an unusual case. Then I <<CONSIDERD>> that a man who believe that a,considered,considerd,considers,consider,considered,consider d,confider,condenser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,murder case happened again. I <<UNDESRSTOOD>> that it was indiscreet though,understood,undesrstood,understood,undershoot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,ate murder a few years ago in <<AKIHABARA>> when I heard this news for th,Akihabara,Akihabara,Khabarovsk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,tion we have. Maybe Osaka Gov <<ICHIRO>> Matsui would represent the fe,Ichiro,Ichiro,Chirico,Chichi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,have. Maybe Osaka Gov Ichiro <<MATSUI>> would represent the feelings,Matsui,Matsui,Satsuma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,elt the same way as the Osaka <<GOVERNER>> say. Thinking of the victim's,governor,governer,governor,governed,govern er,govern-er,governess,govern,McGovern,overborne,NA,NA,NA,NA,NA,NA,NA,NA
259,k that the reson of this case <<HAPPEND>> is that because Japan's punis,happened,happend,happens,happen,append,happened,h append,hap pend,hap-pend,happen d,NA,NA,NA,NA,NA,NA,NA,NA
259,description. I think that the <<RESON>> of this case happend is that,reason,reson,resewn,resin,reason,resown,recon,meson,resow,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,ld live himself. Suicide rate <<ANDDEATH>> penalty didnn't cause this tr,and death,anddeath,and death,and-death,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,Suicide rate anddeath penalty <<DIDNN'T>> cause this tragedy. He presum,didn't,didnn't,didn't,needn't,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,who kill other people. and as <<KYOZO>> said he was frustrated at hav,Kyozo,Kyozo,Kyoto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,pan criminal system should be <<RETHINKED>> deeply from this news,rethought,rethinked,rethink ed,rethink-ed,rethink,freethinker,thinker,tinkered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,le that the suspect killed in <<AKNIFE>> attack at random to want to d,a knife,aknife,knife,a knife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,"dition, it is problem to have <<ONEOF>> the world's highest suicide r",one of,oneof,one of,one-of,neon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,"cannot do work, economy will <<REDUCTIONIZE>> further. it is important to s",reduce,reductionize,reductionist,reduction,reintroduction,reproduction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,"dent reflects Japanese social <<PLOBREMS>>.Now in Japan, poverty and sui",problems,plobrems,problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,We have to try to solve these <<PLOBREMS>>. Then this accident presents,problems,plobrems,problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,uman can make a mistake.So we <<SHOLDN'T>> decide other people's life.,shouldn't,sholdn't,shouldn't,couldn't,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,"only his individual but also <<JAPAN'SOCIETY>>, that is to say the business",Japan society,Japan'society,Japanning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,"ituation such as the economy, <<DOES'NT>> improve, such a sad news as t",doesn't,does'nt,doesn't,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,ecause the suspecter killed 2 <<INOCENT>> people in order to kill himse,innocent,inocent,innocent,innocence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,problem in Japan because the <<SUSPECTER>> killed 2 inocent people in or,suspected,suspecter,suspected,suspect er,suspect-er,suspect,specter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"m the victims side, we cannot <<IMAGIN>> how much sad and disconsolate",imagine,imagin,imagine,imaging,imaginal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,d have deeply engraved on how <<IMPOTANT>> one's life is and there is no,important,impotant,important,impotent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"a notice. The suspect, Kyozo <<ISOHI>>, has ruined the life of not o",Isohi,Isohi,Sophism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,e is no doubt that what Kyozo <<ISOHI>> had made an irreparable mista,Isohi,Isohi,Sophism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"ithout a notice. The suspect, <<KYOZO>> Isohi, has ruined the life of",Kyozo,Kyozo,Kyoto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,t there is no doubt that what <<KYOZO>> Isohi had made an irreparable,Kyozo,Kyozo,Kyoto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"people's lives and he should <<RETRIBUTE>> to his deeds, but it is impor",retribute,retribute,re tribute,re-tribute,retributive,retribution,redistribute,tribute,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"Third, the perspective of the <<SUSUPECT>> himself. Why did he have to t",suspect,susupect,suspect,supercity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"and just hate the murder and <<SYPATHIZE>> with the victim, this kind of",sympathize,sypathize,sympathize,empathize,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,"I felt that the suspect,kyozo <<ISOHI>> was very selfish when I read",Isohi,Isohi,Sophism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,ne for your sin. I think that <<ISOHI>> will need to apologize to the,Isohi,Isohi,Sophism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
